HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.10_180_Vertical_Ego.png,Answer.10_90_other-aligned_4_8_2.png,Answer.11_270_Diagonal1_Ego.png,Answer.11_90_other-reversed_6_8_2.png,Answer.12_180_neither-aligned_1_9_3.png,Answer.12_270_Diagonal2_Ego.png,Answer.13_180_neither-aligned_2_8_4.png,Answer.13_90_Diagonal1_Other.png,Answer.14_180_neither-aligned_3_7_9.png,Answer.14_90_Diagonal2_Other.png,Answer.15_180_Diagonal1_Other.png,Answer.15_270_ego-aligned_2_4_6.png,Answer.16_180_Diagonal2_Other.png,Answer.16_270_ego-aligned_2_6_4.png,Answer.17_180_Horizontal_Other.png,Answer.17_270_ego-reversed_4_8_6.png,Answer.18_180_Vertical_Other.png,Answer.18_270_neither-aligned_1_9_3.png,Answer.19_270_Diagonal1_Other.png,Answer.19_270_neither-aligned_3_7_1.png,Answer.1_0_Diagonal1_Both.png,Answer.1_0_both-aligned_2_4_6.png,Answer.20_270_Diagonal2_Other.png,Answer.20_270_neither-aligned_3_7_9.png,Answer.21_270_other-aligned_2_6_8.png,Answer.22_270_other-aligned_6_8_2.png,Answer.23_270_other-reversed_4_8_2.png,Answer.2_0_Diagonal2_Both.png,Answer.2_0_both-aligned_2_6_4.png,Answer.3_0_Horizontal_Both.png,Answer.3_90_ego-aligned_2_4_6.png,Answer.4_0_Vertical_Both.png,Answer.4_90_ego-aligned_2_6_4.png,Answer.5_90_Diagonal1_Ego.png,Answer.5_90_ego-reversed_6_8_4.png,Answer.6_90_Diagonal2_Ego.png,Answer.6_90_neither-aligned_1_9_3.png,Answer.7_180_Diagonal1_Ego.png,Answer.7_90_neither-aligned_1_9_7.png,Answer.8_180_Diagonal2_Ego.png,Answer.8_90_neither-aligned_3_7_1.png,Answer.9_180_Horizontal_Ego.png,Answer.9_90_other-aligned_2_4_8.png,Answer.doNotRedirect,Answer.experiment,Answer.stimFile,Approve,Reject
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,33,Submitted,Tue Feb 13 11:17:19 PST 2018,Tue Feb 13 11:27:13 PST 2018,Thu Feb 15 11:27:13 PST 2018,,,,594,0% (0/0),0% (0/0),0% (0/0),both,,both,,,you,,you,,partner,you,,you,,you,,you,,both,,both,,partner,,,,,both,,both,,neither,,you,,you,,neither,,partner,,both,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,34,Submitted,Tue Feb 13 12:17:15 PST 2018,Tue Feb 13 12:27:17 PST 2018,Thu Feb 15 12:27:17 PST 2018,,,,602,0% (0/0),0% (0/0),0% (0/0),you,,neither,,,neither,,partner,,partner,partner,,partner,,partner,,partner,,partner,,both,,partner,,,,,both,,both,,both,,partner,,you,,you,,you,,you,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,35,Submitted,Tue Feb 13 11:17:15 PST 2018,Tue Feb 13 11:24:02 PST 2018,Thu Feb 15 11:24:02 PST 2018,,,,407,0% (0/0),0% (0/0),0% (0/0),both,,both,,,neither,,you,,you,neither,,neither,,both,,both,,both,,neither,,you,,,,,neither,,you,,both,,you,,neither,,both,,neither,,both,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,36,Submitted,Tue Feb 13 11:16:11 PST 2018,Tue Feb 13 11:22:55 PST 2018,Thu Feb 15 11:22:55 PST 2018,,,,404,0% (0/0),0% (0/0),0% (0/0),both,,,,,neither,,neither,,neither,neither,,neither,,neither,,both,,neither,,neither,,neither,,,,,neither,,both,,both,,neither,,neither,,neither,,neither,,neither,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,37,Submitted,Tue Feb 13 11:16:39 PST 2018,Tue Feb 13 11:20:59 PST 2018,Thu Feb 15 11:20:59 PST 2018,,,,260,0% (0/0),0% (0/0),0% (0/0),both,,both,,,both,,both,,both,neither,,neither,,both,,partner,,both,,both,,both,,,,,neither,,partner,,neither,,neither,,both,,you,,neither,,both,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,38,Submitted,Tue Feb 13 11:59:43 PST 2018,Tue Feb 13 12:14:55 PST 2018,Thu Feb 15 12:14:55 PST 2018,,,,912,100% (1/1),0% (0/0),0% (0/0),neither,,neither,,,neither,,neither,,both,you,,you,,neither,,neither,,neither,,both,,neither,,,,,both,,both,,both,,neither,,partner,,both,,partner,,both,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,39,Submitted,Tue Feb 13 11:16:23 PST 2018,Tue Feb 13 11:20:33 PST 2018,Thu Feb 15 11:20:33 PST 2018,,,,250,0% (0/0),0% (0/0),0% (0/0),,partner,,partner,neither,,neither,,neither,,,you,,you,,neither,,both,,neither,,both,,neither,partner,partner,partner,,neither,,neither,,neither,,both,,neither,,neither,,both,,both,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,40,Submitted,Tue Feb 13 11:15:58 PST 2018,Tue Feb 13 11:25:19 PST 2018,Thu Feb 15 11:25:19 PST 2018,,,,561,100% (1/1),0% (0/0),0% (0/0),both,,both,,,both,,neither,,both,both,,both,,both,,both,,neither,,both,,you,,,,,both,,neither,,neither,,both,,you,,both,,you,,neither,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,41,Submitted,Tue Feb 13 11:16:01 PST 2018,Tue Feb 13 11:22:46 PST 2018,Thu Feb 15 11:22:46 PST 2018,,,,405,100% (1/1),0% (0/0),0% (0/0),both,,both,,,both,,both,,neither,neither,,both,,neither,,both,,both,,both,,neither,,,,,both,,both,,,,both,,neither,,neither,,neither,,both,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,42,Submitted,Tue Feb 13 11:17:53 PST 2018,Tue Feb 13 11:20:35 PST 2018,Thu Feb 15 11:20:35 PST 2018,,,,162,0% (0/0),0% (0/0),0% (0/0),both,,neither,,,neither,,neither,,partner,you,,partner,,both,,partner,,you,,neither,,neither,,,,,neither,,neither,,both,,you,,neither,,neither,,neither,,both,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,43,Submitted,Tue Feb 13 11:17:40 PST 2018,Tue Feb 13 11:20:26 PST 2018,Thu Feb 15 11:20:26 PST 2018,,,,166,0% (0/0),0% (0/0),0% (0/0),,neither,,partner,both,,both,,you,,,partner,,partner,,both,,neither,,partner,,neither,,both,neither,you,partner,,neither,,partner,,partner,,both,,partner,,you,,neither,,neither,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,44,Submitted,Tue Feb 13 11:16:26 PST 2018,Tue Feb 13 11:19:10 PST 2018,Thu Feb 15 11:19:10 PST 2018,,,,164,0% (0/0),0% (0/0),0% (0/0),,you,,you,both,,both,,you,,,partner,,partner,,neither,,you,,neither,,neither,,you,you,you,you,,neither,,partner,,partner,,partner,,you,,you,,neither,,you,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,45,Submitted,Tue Feb 13 11:16:17 PST 2018,Tue Feb 13 11:51:32 PST 2018,Thu Feb 15 11:51:32 PST 2018,,,,2115,0% (0/0),0% (0/0),0% (0/0),,you,,both,neither,,both,,neither,,,partner,,neither,,both,,neither,,neither,,neither,,you,neither,you,both,,neither,,partner,,partner,,both,,neither,,neither,,neither,,neither,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,46,Submitted,Tue Feb 13 11:16:10 PST 2018,Tue Feb 13 11:27:30 PST 2018,Thu Feb 15 11:27:30 PST 2018,,,,680,0% (0/0),0% (0/0),0% (0/0),both,,both,,,partner,,partner,,partner,both,,partner,,neither,,both,,partner,,neither,,partner,,,,,neither,,neither,,neither,,both,,partner,,neither,,neither,,neither,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,47,Submitted,Tue Feb 13 11:16:36 PST 2018,Tue Feb 13 11:20:44 PST 2018,Thu Feb 15 11:20:44 PST 2018,,,,248,0% (0/0),0% (0/0),0% (0/0),,neither,,neither,neither,,both,,neither,,,partner,,partner,,both,,neither,,partner,,both,,neither,you,you,neither,,both,,partner,,neither,,both,,neither,,neither,,neither,,neither,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,48,Submitted,Tue Feb 13 11:16:42 PST 2018,Tue Feb 13 11:46:06 PST 2018,Thu Feb 15 11:46:06 PST 2018,,,,1764,0% (0/0),0% (0/0),0% (0/0),,neither,,neither,both,,both,,neither,,,partner,,neither,,both,,you,,both,,partner,,neither,neither,you,neither,,neither,,partner,,partner,,neither,,partner,,both,,neither,,partner,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,49,Submitted,Tue Feb 13 11:55:10 PST 2018,Tue Feb 13 12:33:06 PST 2018,Thu Feb 15 12:33:06 PST 2018,,,,2276,0% (0/0),0% (0/0),0% (0/0),,neither,,partner,partner,,both,,you,,,partner,,partner,,you,,neither,,partner,,neither,,you,neither,you,partner,,both,,partner,,partner,,both,,both,,you,,neither,,you,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,50,Submitted,Tue Feb 13 11:16:20 PST 2018,Tue Feb 13 11:19:29 PST 2018,Thu Feb 15 11:19:29 PST 2018,,,,189,0% (0/0),0% (0/0),0% (0/0),,you,,both,both,,both,,you,,,partner,,partner,,both,,you,,partner,,neither,,you,you,you,both,,neither,,partner,,partner,,both,,both,,neither,,neither,,you,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,51,Submitted,Tue Feb 13 11:16:15 PST 2018,Tue Feb 13 11:19:50 PST 2018,Thu Feb 15 11:19:50 PST 2018,,,,215,0% (0/0),0% (0/0),0% (0/0),,you,,partner,partner,,neither,,you,,,partner,,neither,,you,,both,,both,,both,,you,you,you,partner,,both,,partner,,partner,,you,,partner,,you,,both,,you,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,52,Submitted,Tue Feb 13 11:44:32 PST 2018,Tue Feb 13 12:37:40 PST 2018,Thu Feb 15 12:37:40 PST 2018,,,,3188,100% (1/1),0% (0/0),0% (0/0),both,,you,,,both,,both,,both,both,,both,,both,,partner,,partner,,you,,partner,,,,,partner,,both,,both,,you,,both,,both,,both,,both,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,53,Submitted,Tue Feb 13 11:16:20 PST 2018,Tue Feb 13 11:18:36 PST 2018,Thu Feb 15 11:18:36 PST 2018,,,,136,0% (0/0),0% (0/0),0% (0/0),both,,both,,,both,,partner,,partner,neither,,partner,,you,,both,,both,,partner,,both,,,,,both,,both,,both,,both,,both,,you,,you,,partner,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,54,Submitted,Tue Feb 13 11:22:37 PST 2018,Tue Feb 13 11:30:55 PST 2018,Thu Feb 15 11:30:55 PST 2018,,,,498,0% (0/0),0% (0/0),0% (0/0),partner,,partner,,,partner,,you,,you,you,,you,,you,,you,,you,,neither,,you,,,,,neither,,both,,neither,,partner,,partner,,partner,,partner,,partner,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,55,Submitted,Tue Feb 13 11:16:04 PST 2018,Tue Feb 13 11:20:34 PST 2018,Thu Feb 15 11:20:34 PST 2018,,,,270,100% (1/1),0% (0/0),0% (0/0),,neither,,partner,partner,,neither,,you,,,neither,,neither,,you,,neither,,neither,,partner,,you,neither,neither,partner,,neither,,neither,,partner,,you,,neither,,neither,,neither,,neither,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,56,Submitted,Tue Feb 13 11:17:06 PST 2018,Tue Feb 13 11:20:20 PST 2018,Thu Feb 15 11:20:20 PST 2018,,,,194,0% (0/0),0% (0/0),0% (0/0),you,,you,,,you,,partner,,partner,partner,,partner,,partner,,partner,,partner,,partner,,partner,,,,,both,,both,,both,,you,,neither,,you,,you,,you,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,57,Submitted,Tue Feb 13 12:21:33 PST 2018,Tue Feb 13 12:26:05 PST 2018,Thu Feb 15 12:26:05 PST 2018,,,,272,0% (0/0),0% (0/0),0% (0/0),you,,you,,,you,,partner,,partner,partner,,partner,,partner,,partner,,partner,,you,,partner,,,,,partner,,both,,both,,you,,you,,you,,you,,you,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,58,Submitted,Tue Feb 13 11:16:58 PST 2018,Tue Feb 13 11:20:52 PST 2018,Thu Feb 15 11:20:52 PST 2018,,,,234,0% (0/0),0% (0/0),0% (0/0),both,,partner,,,neither,,partner,,partner,neither,,neither,,neither,,both,,partner,,neither,,partner,,,,,neither,,neither,,neither,,neither,,partner,,both,,neither,,neither,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,59,Submitted,Tue Feb 13 11:16:07 PST 2018,Tue Feb 13 11:20:47 PST 2018,Thu Feb 15 11:20:47 PST 2018,,,,280,0% (0/0),0% (0/0),0% (0/0),you,,you,,,both,,partner,,neither,partner,,partner,,partner,,partner,,partner,,both,,partner,,,,,both,,both,,both,,both,,both,,you,,you,,you,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,60,Submitted,Tue Feb 13 11:17:32 PST 2018,Tue Feb 13 11:40:45 PST 2018,Thu Feb 15 11:40:45 PST 2018,,,,1393,0% (0/0),0% (0/0),0% (0/0),,you,,both,both,,both,,both,,,partner,,you,,both,,both,,neither,,neither,,neither,neither,you,both,,you,,you,,partner,,both,,you,,partner,,both,,partner,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,61,Submitted,Tue Feb 13 11:16:04 PST 2018,Tue Feb 13 11:54:20 PST 2018,Thu Feb 15 11:54:20 PST 2018,,,,2296,100% (1/1),0% (0/0),0% (0/0),you,,you,,,you,,partner,,partner,partner,,partner,,partner,,partner,,partner,,both,,partner,,,,,both,,both,,both,,you,,you,,you,,you,,you,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,62,Submitted,Tue Feb 13 11:16:45 PST 2018,Tue Feb 13 12:00:35 PST 2018,Thu Feb 15 12:00:35 PST 2018,,,,2630,0% (0/0),0% (0/0),0% (0/0),,you,,both,both,,neither,,both,,,both,,partner,,both,,you,,partner,,both,,you,both,you,partner,,both,,neither,,both,,both,,partner,,you,,you,,you,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,63,Submitted,Tue Feb 13 12:11:42 PST 2018,Tue Feb 13 12:16:48 PST 2018,Thu Feb 15 12:16:48 PST 2018,,,,306,0% (0/0),0% (0/0),0% (0/0),,both,,both,partner,,both,,both,,,partner,,partner,,both,,you,,partner,,neither,,neither,you,neither,both,,neither,,partner,,partner,,both,,partner,,you,,partner,,both,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,64,Submitted,Tue Feb 13 11:16:38 PST 2018,Tue Feb 13 11:20:16 PST 2018,Thu Feb 15 11:20:16 PST 2018,,,,218,0% (0/0),0% (0/0),0% (0/0),both,,partner,,,partner,,partner,,partner,both,,neither,,neither,,both,,partner,,neither,,partner,,,,,neither,,neither,,neither,,partner,,partner,,neither,,neither,,neither,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,65,Submitted,Tue Feb 13 11:16:34 PST 2018,Tue Feb 13 11:20:11 PST 2018,Thu Feb 15 11:20:11 PST 2018,,,,217,0% (0/0),0% (0/0),0% (0/0),you,,you,,,you,,partner,,partner,you,,partner,,you,,partner,,both,,you,,partner,,,,,both,,both,,neither,,you,,partner,,you,,you,,you,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,66,Submitted,Tue Feb 13 11:16:52 PST 2018,Tue Feb 13 11:19:54 PST 2018,Thu Feb 15 11:19:54 PST 2018,,,,182,0% (0/0),0% (0/0),0% (0/0),you,,you,,,you,,partner,,partner,partner,,partner,,partner,,partner,,partner,,both,,partner,,,,,both,,both,,both,,you,,you,,you,,you,,you,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,67,Submitted,Tue Feb 13 12:17:12 PST 2018,Tue Feb 13 12:40:23 PST 2018,Thu Feb 15 12:40:23 PST 2018,,,,1391,0% (0/0),0% (0/0),0% (0/0),neither,,both,,,partner,,partner,,both,both,,both,,both,,both,,partner,,neither,,both,,,,,neither,,both,,neither,,both,,both,,both,,both,,both,,,1,{},,
